sld,tld,status,message
"later",".hidns.vip","❌","undefined"
"learn",".hidns.vip","❌","undefined"
"money",".hidns.vip","❌","undefined"
"movie",".hidns.vip","❌","undefined"
"north",".hidns.vip","❌","undefined"
"plant",".hidns.vip","❌","undefined"
"sense",".hidns.vip","❌","undefined"
"types",".hidns.vip","❌","undefined"
"units",".hidns.vip","❌","undefined"
"force",".hidns.vip","❌","undefined"
"field",".hidns.vip","❌","undefined"
"local",".hidns.vip","❌","undefined"
"along",".hidns.vip","❌","undefined"
"among",".hidns.vip","❌","undefined"
"black",".hidns.vip","❌","undefined"
"white",".hidns.vip","❌","undefined"
"music",".hidns.vip","❌","undefined"
"trade",".hidns.vip","❌","undefined"
"voice",".hidns.vip","❌","undefined"
"alone",".hidns.vip","❌","undefined"
"check",".hidns.vip","❌","undefined"
"price",".hidns.vip","❌","undefined"
"reach",".hidns.vip","❌","undefined"
"range",".hidns.vip","✅","true"
"paper",".hidns.vip","✅","true"
"round",".hidns.vip","❌","undefined"
"offer",".hidns.vip","✅","true"
"store",".hidns.vip","❌","Domain is already registered"
"agree",".hidns.vip","❌","undefined"
"bring",".hidns.vip","❌","undefined"
"carry",".hidns.vip","❌","undefined"
"cover",".hidns.vip","❌","undefined"
"drive",".hidns.vip","❌","undefined"
"speak",".hidns.vip","❌","undefined"
"apply",".hidns.vip","❌","undefined"
"argue",".hidns.vip","❌","undefined"
"occur",".hidns.vip","✅","true"
"serve",".hidns.vip","❌","undefined"
"allow",".hidns.vip","❌","undefined"
"enter",".hidns.vip","❌","undefined"
"exist",".hidns.vip","❌","undefined"
"prove",".hidns.vip","❌","undefined"
"raise",".hidns.vip","✅","true"
"relate",".hidns.vip","❌","undefined"
"remain",".hidns.vip","❌","undefined"
"spend",".hidns.vip","❌","undefined"
"stand",".hidns.vip","❌","undefined"
"teach",".hidns.vip","❌","undefined"
"visit",".hidns.vip","❌","undefined"
"watch",".hidns.vip","❌","undefined"
"accept",".hidns.vip","❌","undefined"
"decide",".hidns.vip","❌","undefined"
"expect",".hidns.vip","❌","undefined"
"appear",".hidns.vip","❌","undefined"
"create",".hidns.vip","❌","undefined"
"invite",".hidns.vip","❌","undefined"
"reduce",".hidns.vip","❌","undefined"
"return",".hidns.vip","❌","undefined"
"season",".hidns.vip","❌","undefined"
"simple",".hidns.vip","❌","undefined"
"travel",".hidns.vip","❌","undefined"
"worker",".hidns.vip","❌","undefined"
"across",".hidns.vip","❌","undefined"
"effect",".hidns.vip","❌","undefined"
"effort",".hidns.vip","❌","undefined"
"matter",".hidns.vip","❌","undefined"
"manage",".hidns.vip","❌","undefined"
"source",".hidns.vip","✅","true"
"course",".hidns.vip","❌","undefined"
"record",".hidns.vip","❌","undefined"
"result",".hidns.vip","✅","true"
"action",".hidns.vip","❌","undefined"
"change",".hidns.vip","❌","undefined"
"market",".hidns.vip","❌","undefined"
"member",".hidns.vip","❌","undefined"
"reason",".hidns.vip","❌","undefined"
"series",".hidns.vip","❌","undefined"
"church",".hidns.vip","❌","undefined"
"degree",".hidns.vip","❌","undefined"
"rather",".hidns.vip","❌","undefined"
"future",".hidns.vip","❌","undefined"
"notice",".hidns.vip","❌","undefined"
"parent",".hidns.vip","❌","undefined"
"social",".hidns.vip","❌","undefined"
"center",".hidns.vip","❌","undefined"
"policy",".hidns.vip","❌","undefined"
"window",".hidns.vip","❌","undefined"
"letter",".hidns.vip","❌","undefined"
"street",".hidns.vip","❌","undefined"
"summer",".hidns.vip","❌","undefined"
"answer",".hidns.vip","❌","undefined"
"design",".hidns.vip","❌","undefined"
"growth",".hidns.vip","❌","undefined"
"object",".hidns.vip","❌","undefined"
"report",".hidns.vip","❌","undefined"
"within",".hidns.vip","❌","undefined"
"better",".hidns.vip","❌","undefined"
"common",".hidns.vip","❌","undefined"
"direct",".hidns.vip","❌","undefined"
"easily",".hidns.vip","❌","undefined"
"single",".hidns.vip","❌","undefined"
"unable",".hidns.vip","❌","undefined"
"energy",".hidns.vip","❌","undefined"
"others",".hidns.vip","❌","undefined"
"couple",".hidns.vip","❌","undefined"
"friend",".hidns.vip","❌","undefined"
"modern",".hidns.vip","✅","true"
"recent",".hidns.vip","❌","undefined"
"strong",".hidns.vip","❌","undefined"
"access",".hidns.vip","✅","true"
"detail",".hidns.vip","❌","undefined"
"entire",".hidns.vip","❌","undefined"
"follow",".hidns.vip","❌","undefined"
"itself",".hidns.vip","❌","undefined"
"likely",".hidns.vip","❌","undefined"
"method",".hidns.vip","❌","undefined"
"office",".hidns.vip","❌","undefined"
"beyond",".hidns.vip","❌","undefined"
"budget",".hidns.vip","❌","undefined"
"choice",".hidns.vip","❌","undefined"
"decade",".hidns.vip","✅","true"
"expert",".hidns.vip","❌","undefined"
"firmly",".hidns.vip","❌","undefined"
"global",".hidns.vip","❌","undefined"
"impact",".hidns.vip","❌","undefined"
"indeed",".hidns.vip","❌","undefined"
"marine",".hidns.vip","❌","undefined"
"22",".loc.cc","❌","fetch failed"
"00",".loc.cc","❌","fetch failed"
"44",".loc.cc","❌","fetch failed"
"77",".loc.cc","❌","fetch failed"
"aa",".loc.cc","❌","fetch failed"
"11",".loc.cc","❌","fetch failed"
"88",".loc.cc","❌","fetch failed"
"ff",".loc.cc","❌","fetch failed"
"ee",".loc.cc","❌","fetch failed"
"33",".loc.cc","❌","fetch failed"
"ll",".loc.cc","❌","fetch failed"
"dd",".loc.cc","❌","fetch failed"
"99",".loc.cc","❌","fetch failed"
"ii",".loc.cc","❌","fetch failed"
"55",".loc.cc","❌","fetch failed"
"nn",".loc.cc","❌","fetch failed"
"mm",".loc.cc","❌","fetch failed"
"cc",".loc.cc","❌","fetch failed"
"gg",".loc.cc","❌","fetch failed"
"hh",".loc.cc","❌","fetch failed"
"66",".loc.cc","❌","fetch failed"
"kk",".loc.cc","❌","fetch failed"
"bb",".loc.cc","❌","fetch failed"
"vv",".loc.cc","❌","fetch failed"
"ww",".loc.cc","❌","fetch failed"
"oo",".loc.cc","❌","fetch failed"
"zz",".loc.cc","❌","fetch failed"
"uu",".loc.cc","❌","fetch failed"
"xx",".loc.cc","❌","fetch failed"
"000",".loc.cc","❌","fetch failed"
"pal",".hidns.vip","❌","undefined"
"222",".loc.cc","❌","fetch failed"
"jj",".loc.cc","❌","fetch failed"
"pp",".loc.cc","❌","fetch failed"
"qq",".loc.cc","❌","fetch failed"
"rr",".loc.cc","❌","fetch failed"
"333",".loc.cc","❌","fetch failed"
"555",".loc.cc","❌","fetch failed"
"999",".loc.cc","❌","fetch failed"
"666",".loc.cc","❌","fetch failed"
"tt",".loc.cc","❌","fetch failed"
"yy",".loc.cc","❌","fetch failed"
"aaa",".loc.cc","❌","fetch failed"
"777",".loc.cc","❌","fetch failed"
"ccc",".loc.cc","❌","fetch failed"
"888",".loc.cc","❌","fetch failed"
"ss",".loc.cc","❌","fetch failed"
"444",".loc.cc","❌","fetch failed"
"111",".loc.cc","❌","fetch failed"
"hhh",".loc.cc","❌","fetch failed"
"bbb",".loc.cc","❌","fetch failed"
"qqq",".loc.cc","❌","fetch failed"
"fff",".loc.cc","❌","fetch failed"
"eee",".loc.cc","❌","fetch failed"
"jjj",".loc.cc","❌","fetch failed"
"ggg",".loc.cc","❌","fetch failed"
"ttt",".loc.cc","❌","fetch failed"
"ddd",".loc.cc","❌","fetch failed"
"iii",".loc.cc","❌","fetch failed"
"ppp",".loc.cc","❌","fetch failed"
"uuu",".loc.cc","❌","fetch failed"
"pan",".hidns.vip","❌","undefined"
"jabs",".hidns.vip","❌","undefined"
"lll",".loc.cc","❌","fetch failed"
"9999",".loc.cc","❌","fetch failed"
"tats",".hidns.co","❌","undefined"
"7777",".loc.cc","❌","fetch failed"
"3333",".loc.cc","❌","fetch failed"
"xxx",".loc.cc","❌","fetch failed"
"www",".loc.cc","❌","fetch failed"
"sss",".loc.cc","❌","fetch failed"
"kkk",".loc.cc","❌","fetch failed"
"2222",".loc.cc","❌","fetch failed"
"mmm",".loc.cc","❌","fetch failed"
"cccc",".loc.cc","❌","fetch failed"
"5555",".loc.cc","❌","fetch failed"
"0000",".loc.cc","❌","fetch failed"
"pppp",".loc.cc","❌","fetch failed"
"gggg",".loc.cc","❌","fetch failed"
"zzz",".loc.cc","❌","fetch failed"
"8888",".loc.cc","❌","fetch failed"
"kkkk",".loc.cc","❌","fetch failed"
"vvv",".loc.cc","❌","fetch failed"
"pass",".hidns.vip","❌","undefined"
"yyy",".loc.cc","❌","fetch failed"
"ffff",".loc.cc","❌","fetch failed"
"ooo",".loc.cc","❌","fetch failed"
"dddd",".loc.cc","❌","fetch failed"
"rrrr",".loc.cc","❌","fetch failed"
"nnnn",".loc.cc","❌","fetch failed"
"1111",".loc.cc","❌","fetch failed"
"qqqq",".loc.cc","❌","fetch failed"
"4444",".loc.cc","❌","fetch failed"
"aaaa",".loc.cc","❌","fetch failed"
"bbbb",".loc.cc","❌","fetch failed"
"bush",".hidns.vip","❌","undefined"
"town",".hidns.co","❌","undefined"
"oooo",".loc.cc","❌","fetch failed"
"eeee",".loc.cc","❌","fetch failed"
"rrr",".loc.cc","❌","fetch failed"
"iiii",".loc.cc","❌","fetch failed"
"jjjj",".loc.cc","❌","fetch failed"
"6666",".loc.cc","❌","fetch failed"
"mmmm",".loc.cc","❌","fetch failed"
"llll",".loc.cc","❌","fetch failed"
"nnn",".loc.cc","❌","fetch failed"
"hhhh",".loc.cc","❌","fetch failed"
"tttt",".loc.cc","❌","fetch failed"
"fawn",".loc.cc","❌","fetch failed"
"vvvv",".loc.cc","❌","fetch failed"
"uuuu",".loc.cc","❌","fetch failed"
"bus",".hidns.co","❌","undefined"
"ssss",".loc.cc","❌","fetch failed"
"faun",".loc.cc","❌","fetch failed"
"xxxx",".loc.cc","❌","fetch failed"
"yyyy",".loc.cc","❌","fetch failed"
"zzzz",".loc.cc","❌","fetch failed"
"faze",".loc.cc","❌","fetch failed"
"wwww",".loc.cc","❌","fetch failed"
"feat",".loc.cc","❌","fetch failed"
"a",".loc.cc","❌","fetch failed"
"lava",".hidns.vip","❌","undefined"
"fear",".loc.cc","❌","fetch failed"
"across",".loc.cc","❌","fetch failed"
"accept",".loc.cc","❌","fetch failed"
"about",".loc.cc","❌","fetch failed"
"able",".loc.cc","❌","fetch failed"
"kilt",".hidns.co","❌","undefined"
"action",".loc.cc","❌","fetch failed"
"after",".loc.cc","❌","fetch failed"
"add",".loc.cc","❌","fetch failed"
"act",".loc.cc","❌","fetch failed"
"age",".loc.cc","❌","fetch failed"
"again",".loc.cc","❌","fetch failed"
"ago",".loc.cc","❌","fetch failed"
"agree",".loc.cc","❌","fetch failed"
"fed",".loc.cc","❌","fetch failed"
"feed",".loc.cc","❌","fetch failed"
"aid",".loc.cc","❌","fetch failed"
"air",".loc.cc","❌","fetch failed"
"all",".loc.cc","❌","fetch failed"
"feel",".loc.cc","❌","fetch failed"
"an",".loc.cc","❌","fetch failed"
"am",".loc.cc","❌","fetch failed"
"alone",".loc.cc","❌","fetch failed"
"allow",".loc.cc","❌","fetch failed"
"also",".loc.cc","❌","fetch failed"
"almost",".loc.cc","❌","fetch failed"
"although",".loc.cc","❌","fetch failed"
"along",".loc.cc","❌","fetch failed"
"among",".loc.cc","❌","fetch failed"
"feet",".loc.cc","❌","fetch failed"
"fell",".loc.cc","❌","fetch failed"
"another",".loc.cc","❌","fetch failed"
"answer",".loc.cc","❌","fetch failed"
"anything",".loc.cc","❌","fetch failed"
"and",".loc.cc","❌","fetch failed"
"any",".loc.cc","❌","fetch failed"
"are",".loc.cc","❌","fetch failed"
"apply",".loc.cc","❌","fetch failed"
"appear",".loc.cc","❌","fetch failed"
"at",".loc.cc","❌","fetch failed"
"argue",".loc.cc","❌","fetch failed"
"as",".loc.cc","❌","fetch failed"
"art",".loc.cc","❌","fetch failed"
"around",".loc.cc","❌","fetch failed"
"felt",".loc.cc","❌","fetch failed"
"ask",".loc.cc","❌","fetch failed"
"awe",".loc.cc","❌","fetch failed"
"avoid",".loc.cc","❌","fetch failed"
"attend",".loc.cc","❌","fetch failed"
"be",".loc.cc","❌","fetch failed"
"bar",".loc.cc","❌","fetch failed"
"fend",".loc.cc","❌","fetch failed"
"back",".loc.cc","❌","fetch failed"
"bad",".loc.cc","❌","fetch failed"
"away",".loc.cc","❌","fetch failed"
"fern",".loc.cc","❌","fetch failed"
"bed",".loc.cc","❌","fetch failed"
"feud",".loc.cc","❌","fetch failed"
"fest",".loc.cc","❌","fetch failed"
"before",".loc.cc","❌","fetch failed"
"because",".loc.cc","❌","fetch failed"
"begin",".loc.cc","❌","fetch failed"
"being",".loc.cc","❌","fetch failed"
"beg",".loc.cc","❌","fetch failed"
"been",".loc.cc","❌","fetch failed"
"fiat",".loc.cc","❌","fetch failed"
"below",".loc.cc","❌","fetch failed"
"bet",".loc.cc","❌","fetch failed"
"better",".loc.cc","❌","fetch failed"
"best",".loc.cc","❌","fetch failed"
"believe",".loc.cc","❌","fetch failed"
"beyond",".loc.cc","❌","fetch failed"
"bin",".loc.cc","❌","fetch failed"
"big",".loc.cc","❌","fetch failed"
"between",".loc.cc","❌","fetch failed"
"bit",".loc.cc","❌","fetch failed"
"box",".loc.cc","❌","fetch failed"
"black",".loc.cc","❌","fetch failed"
"blue",".loc.cc","❌","fetch failed"
"both",".loc.cc","❌","fetch failed"
"boy",".loc.cc","❌","fetch failed"
"budget",".loc.cc","❌","fetch failed"
"bring",".loc.cc","❌","fetch failed"
"bow",".loc.cc","❌","fetch failed"
"build",".loc.cc","❌","fetch failed"
"but",".loc.cc","❌","fetch failed"
"fink",".hidns.co","❌","undefined"
"bus",".loc.cc","❌","fetch failed"
"car",".loc.cc","❌","fetch failed"
"can",".loc.cc","❌","fetch failed"
"call",".loc.cc","❌","fetch failed"
"by",".loc.cc","❌","fetch failed"
"came",".loc.cc","❌","fetch failed"
"buy",".loc.cc","❌","fetch failed"
"cap",".loc.cc","❌","fetch failed"
"cat",".loc.cc","❌","fetch failed"
"cause",".loc.cc","❌","fetch failed"
"carry",".loc.cc","❌","fetch failed"
"care",".loc.cc","❌","fetch failed"
"city",".loc.cc","❌","fetch failed"
"church",".loc.cc","❌","fetch failed"
"check",".loc.cc","❌","fetch failed"
"center",".loc.cc","❌","fetch failed"
"choice",".loc.cc","❌","fetch failed"
"change",".loc.cc","❌","fetch failed"
"clear",".loc.cc","❌","fetch failed"
"cod",".loc.cc","❌","fetch failed"
"col",".loc.cc","❌","fetch failed"
"cob",".loc.cc","❌","fetch failed"
"close",".loc.cc","❌","fetch failed"
"come",".loc.cc","❌","fetch failed"
"consider",".loc.cc","❌","fetch failed"
"continue",".loc.cc","❌","fetch failed"
"common",".loc.cc","❌","fetch failed"
"company",".loc.cc","❌","fetch failed"
"con",".loc.cc","❌","fetch failed"
"cop",".loc.cc","❌","fetch failed"
"country",".loc.cc","❌","fetch failed"
"could",".loc.cc","❌","fetch failed"
"cot",".loc.cc","❌","fetch failed"
"couple",".loc.cc","❌","fetch failed"
"create",".loc.cc","❌","fetch failed"
"cover",".loc.cc","❌","fetch failed"
"course",".loc.cc","❌","fetch failed"
"cup",".loc.cc","❌","fetch failed"
"cow",".loc.cc","❌","fetch failed"
"cry",".loc.cc","❌","fetch failed"
"dam",".loc.cc","❌","fetch failed"
"dad",".loc.cc","❌","fetch failed"
"fin",".hidns.co","❌","undefined"
"day",".loc.cc","❌","fetch failed"
"data",".loc.cc","❌","fetch failed"
"cut",".loc.cc","❌","fetch failed"
"deep",".loc.cc","❌","fetch failed"
"decide",".loc.cc","❌","fetch failed"
"deal",".loc.cc","❌","fetch failed"
"dark",".loc.cc","❌","fetch failed"
"design",".loc.cc","❌","fetch failed"
"degree",".loc.cc","❌","fetch failed"
"den",".loc.cc","❌","fetch failed"
"detail",".loc.cc","❌","fetch failed"
"develop",".loc.cc","❌","fetch failed"
"direct",".loc.cc","❌","fetch failed"
"did",".loc.cc","❌","fetch failed"
"dip",".loc.cc","❌","fetch failed"
"do",".loc.cc","❌","fetch failed"
"dig",".loc.cc","❌","fetch failed"
"nell",".hidns.vip","❌","undefined"
"does",".loc.cc","❌","fetch failed"
"dot",".loc.cc","❌","fetch failed"
"dog",".loc.cc","❌","fetch failed"
"done",".loc.cc","❌","fetch failed"
"dry",".loc.cc","❌","fetch failed"
"drive",".loc.cc","❌","fetch failed"
"due",".loc.cc","❌","fetch failed"
"down",".loc.cc","❌","fetch failed"
"draw",".loc.cc","❌","fetch failed"
"during",".loc.cc","❌","fetch failed"
"ear",".loc.cc","❌","fetch failed"
"easily",".loc.cc","❌","fetch failed"
"early",".loc.cc","❌","fetch failed"
"eat",".loc.cc","❌","fetch failed"
"each",".loc.cc","❌","fetch failed"
"house",".loc.cc","❌","fetch failed"
"egg",".loc.cc","❌","fetch failed"
"edge",".loc.cc","❌","fetch failed"
"effort",".loc.cc","❌","fetch failed"
"effect",".loc.cc","❌","fetch failed"
"elf",".loc.cc","❌","fetch failed"
"how",".loc.cc","❌","fetch failed"
"either",".loc.cc","❌","fetch failed"
"else",".loc.cc","❌","fetch failed"
"energy",".loc.cc","❌","fetch failed"
"enough",".loc.cc","❌","fetch failed"
"elm",".loc.cc","❌","fetch failed"
"enter",".loc.cc","❌","fetch failed"
"end",".loc.cc","❌","fetch failed"
"era",".loc.cc","❌","fetch failed"
"ever",".loc.cc","❌","fetch failed"
"eve",".loc.cc","❌","fetch failed"
"exist",".loc.cc","❌","fetch failed"
"entire",".loc.cc","❌","fetch failed"
"every",".loc.cc","❌","fetch failed"
"even",".loc.cc","❌","fetch failed"
"eye",".loc.cc","❌","fetch failed"
"face",".loc.cc","❌","fetch failed"
"expert",".loc.cc","❌","fetch failed"
"expect",".loc.cc","❌","fetch failed"
"factor",".loc.cc","❌","fetch failed"
"fail",".loc.cc","❌","fetch failed"
"fact",".loc.cc","❌","fetch failed"
"fair",".loc.cc","❌","fetch failed"
"fall",".loc.cc","❌","fetch failed"
"fan",".loc.cc","❌","fetch failed"
"aunt",".loc.cc","❌","fetch failed"
